net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.058083,3.2836,37.034,0.95417,0.11492,1245.1,0.99109,5.698,1.9309,92.669,2.6448,0.11097,0.13762,0.092793,0
0.07495,1.2679,-24.71,1.0303,0.044051,1823.8,0.89311,0.33528,1.3861,81.387,41.372,0.15334,0.19526,0.24846,0
0.0027308,0.63221,-35.087,1.0084,0.043216,2990.7,1.7831,0.041548,-0.23417,71.723,0.6484,0.25676,0.05875,0.015684,0
-0.0085957,1.326,18.461,2.5405,0.023321,3598.6,0.78498,-0.78931,0.60399,77.759,13.902,0.3468,-0.20952,-0.020669,0
-0.093483,1.041,-31.867,1.0996,-0.028746,-13111.0,1.2488,0.94227,0.027725,170.21,0.58951,0.21912,-1.2072,-2.9952,0
0.10925,3.2482,42.052,1.0624,0.22344,403.21,1.2024,10.62,0.76539,63.903,2.8863,0.034862,0.4487,0.14809,0
0.1806,2.9097,79.844,1.2015,0.22454,913.76,1.5032,6.5406,0.45882,51.462,0.67402,0.075823,2.7274,0.55631,0
0.032051,2.1421,11.705,1.5732,0.12576,414.83,0.65446,20.752,0.36082,45.332,11.843,0.039138,0.19782,0.041348,0
0.009349,1.4949,-56.498,0.40006,0.1286,1512.6,1.2604,3.962,0.13613,189.69,7.8608,0.12493,0.063007,0.011882,0
0.052389,2.1161,25.464,2.4106,0.050393,1574.3,1.039,6.0592,0.37485,30.262,2.5127,0.13291,1.1575,0.11005,0
-0.25619,3.0377,28.594,5.7635,-0.026829,-1233.6,0.9301,-1.5085,5.7546,17.635,3.657,-0.33166,-2.2581,-0.53664,0
0.024395,1.1629,-15.589,1.0528,0.058447,2399.0,0.88056,0.5653,0.14533,99.456,1.7654,0.12924,0.18085,0.091665,0
0.041829,2.874,59.327,1.096,0.10029,870.55,0.86885,5.3162,0.56381,57.41,13.212,0.073575,0.80408,0.056692,0
0.20606,1.6054,34.446,1.1013,0.12837,559.31,1.1859,0.99892,0.83051,70.139,11.808,0.047854,4.7122,0.40463,0
0.13221,2.185,27.434,1.1134,0.14675,410.48,1.0917,1.1804,0.63262,66.18,105.95,0.037637,0.70736,0.17622,0
0.093908,1.1683,0.74563,3.2828,0.051488,1449.2,1.0074,16.588,0.44622,74.782,28.439,0.12669,1.2002,0.2855,0
0.0,1.1978,1.1796,4.0595,0.021266,3204.1,0.96617,6.8149,0.80066,63.297,10.73,0.26082,0.0,0.0,0
0.010932,0.81557,-74.485,1.5857,0.057705,2187.2,1.0213,0.0,-0.13627,148.44,2.8278,0.22685,0.084597,0.024202,0
0.17359,2.0246,33.48,2.2226,0.18825,314.15,1.0093,0.0,0.97834,67.325,121.45,0.049033,0.98381,0.27127,0
0.054281,0.95432,-36.676,2.5054,0.030479,3248.1,1.1592,6.3463,-0.083132,99.964,29.137,0.22128,0.25812,0.16938,0
0.025999,2.1965,23.299,1.2117,0.24695,377.39,0.78831,0.0,0.34811,144.62,1.4856,0.037745,0.13404,0.037647,0
0.080182,1.4274,-56.906,1.096,0.095987,1192.9,0.54478,0.82964,0.5511,115.44,6.0399,0.097726,0.19595,0.16091,0
0.10037,4.4112,148.53,1.0456,0.11943,506.74,0.85858,0.35343,2.2394,63.187,2296.3,0.098104,0.59671,0.12233,0
0.070109,6.1418,146.92,0.6319,0.22887,117.64,1.209,4.4151,0.32556,29.924,237.84,0.0095164,1.9104,0.073537,0
0.10141,14.102,83.407,1.6052,0.12129,128.39,0.95544,292.99,1.6194,11.059,34.118,0.011782,0.39642,0.10887,0
-0.034642,0.69249,-150.15,1.0151,0.0048451,74434.0,0.9543,-1.4769,-0.56334,279.18,2.1226,17.537,-0.19779,11.622,0
0.080753,0.99371,-93.726,0.55993,0.18169,1413.6,0.76474,6.3929,-0.0025874,218.06,1.6739,0.1206,0.67666,0.13326,0
0.080656,1.2284,-11.47,1.1769,0.15108,2220.5,0.90367,2.1058,0.020413,64.796,0.16418,0.16889,2.5542,0.20373,0
-0.034286,2.6238,21.063,0.94899,0.074229,1583.9,0.7723,-0.029714,0.40256,49.552,1.2225,0.12861,-0.20871,-0.055843,0
0.02259,1.2709,-67.04,1.0744,0.036677,3853.7,0.98317,0.0,0.18486,154.96,15.277,0.82475,0.089658,0.038686,0
0.017312,2.7842,47.258,0.99594,0.12387,589.88,0.84201,0.22163,0.7074,56.809,6.5801,0.054357,0.098197,0.025384,0
0.026663,2.1253,20.678,1.0601,0.12653,766.77,1.2294,0.58383,0.20525,53.884,1.5213,0.060662,0.27308,0.035958,0
-0.026419,1.0228,-21.007,0.99457,0.018195,5361.7,0.94038,-0.097941,0.0097866,72.088,2.1007,0.33433,-0.29901,-0.046433,0
-0.30511,2.0301,75.402,1.8924,-0.15429,-1811.5,1.1787,-0.9233,12.611,86.007,0.9466,-0.35348,-4.457,0.67936,0
0.2355,3.1927,68.703,1.8418,0.2273,201.28,1.0708,16.164,0.85946,40.741,19.255,0.017634,2.5763,0.30618,0
0.12886,1.2093,-21.948,1.2298,0.23415,459.55,1.165,2.0655,0.10999,128.15,26.141,0.037687,1.1284,0.22448,0
0.11027,1.1796,-36.563,1.6538,0.12791,998.62,0.86839,4.0339,0.13481,97.574,2.105,0.074487,0.51882,0.26177,0
0.0,1.4154,-33.907,1.3969,0.05184,2860.5,1.0644,1.2087,0.3733,110.19,2.3543,0.19603,0.0,0.0,0
0.12638,1.5133,-8.3932,2.0004,0.13207,780.67,1.1815,2.7253,0.77463,90.821,7.0162,0.07928,0.45946,0.29057,0
-0.028361,0.69511,-136.3,0.99283,0.088293,2805.7,0.88762,0.091635,-0.22284,208.68,2.4114,0.17287,-0.22129,-0.068712,0
-0.0060196,0.70049,-84.348,1.0164,0.06794,2381.3,0.79345,0.22402,-0.29381,148.66,4.6054,0.16486,-0.048934,-0.019311,0
0.062124,0.45478,-112.56,1.0413,0.099594,1526.0,0.91982,0.49182,-0.44577,135.3,1.2249,0.14415,0.42212,0.20768,0
-0.054294,0.81529,-126.04,1.0456,0.025808,12681.0,1.211,0.32683,-0.32169,254.48,2.5802,0.35419,-0.62971,-0.8687,0
0.092921,0.88991,-40.78,1.0821,0.10886,1201.0,1.0775,0.84373,-0.075203,104.67,1.7856,0.10027,0.83425,0.23654,0
0.046069,1.8038,19.348,2.2661,0.032249,2115.7,0.67376,4.0845,1.3958,69.801,933.11,0.17548,0.22981,0.079925,0
0.072768,1.425,-7.1255,3.1933,0.070186,997.99,1.1714,5.0445,0.17355,28.679,1.2245,0.082951,0.4335,0.18794,0
0.14079,1.1203,-26.334,3.6454,0.03874,2127.9,1.024,0.0,0.84552,84.551,17.71,63.18,0.42127,0.79679,0
0.020356,0.85605,-60.649,1.2405,0.1096,2012.6,1.1181,1.0716,-0.11986,144.91,1.8116,0.20709,0.20236,0.081312,0
0.039841,2.2058,-5.9881,2.3147,0.049189,1074.7,0.88202,1.9215,0.78006,44.102,3.573,0.067883,0.11363,0.059933,0
0.042734,1.2785,-3.6426,2.9139,0.056977,1718.2,0.53337,0.0,2.4133,162.73,11.051,0.2113,0.20455,0.1956,0
0.075886,1.8983,7.6151,1.3871,0.081378,1223.3,1.0115,13.426,0.41975,69.621,2.3137,0.10504,0.41944,0.12207,0
-0.069747,1.3889,-26.82,1.0147,0.099473,1109.5,0.87856,-19.533,0.19482,96.707,20.161,0.10795,-0.38678,-0.10062,0
0.022805,1.0577,-78.479,1.5721,0.064778,2684.8,0.92414,1.7907,0.053392,110.87,0.80831,0.17468,0.065865,0.090881,0
0.22738,3.8708,15.5,4.8855,0.059756,678.72,2.349,1.1606,1.8524,14.498,1.1289,0.05924,0.73459,0.49739,0
0.23806,4.6939,202.89,1.1963,0.30259,549.2,0.52449,2.7786,1.5884,62.479,1.8805,0.052962,2.8286,0.45211,0
-0.075935,0.4269,-240.24,0.68723,-0.0050061,-77534.0,0.77497,0.12558,-0.46317,324.19,1.9637,0.28161,-1.3992,-0.28209,0
0.15954,1.215,-15.406,0.96425,0.19819,1106.3,1.4642,8.7462,0.16319,179.95,2.1809,0.098058,1.3751,0.37916,0
0.054004,0.90948,-44.082,0.80426,0.15183,1959.9,0.97056,4.0679,-0.047422,188.08,1.0268,0.15171,1.3203,0.15684,0
0.14018,2.2409,35.111,1.4445,0.13378,991.96,1.1403,7.8357,0.51726,62.752,1.3675,0.081887,0.94037,0.29522,0
0.26518,2.0157,20.988,2.7768,0.17466,551.26,2.246,4.6122,11.773,71.736,2.4087,0.042918,0.7787,0.99128,0
0.047461,4.2198,82.411,1.5284,0.14181,678.87,0.852,1.1957,0.85416,43.956,1.5717,0.078151,0.2786,0.079519,0
-0.087982,1.2463,-3.8199,1.6416,-0.051508,-2673.7,0.97345,0.0,0.18165,93.88,1.7759,6.0221,-0.80324,-0.23115,0
0.0039208,2.4522,58.375,0.60377,0.13967,2549.7,0.94546,1.4037,0.21907,67.495,0.53065,0.19157,0.052066,0.0095417,0
0.045404,1.0644,-46.575,0.93382,0.10306,1717.7,1.0004,5.2836,0.030304,127.0,3.4894,0.14929,0.3665,0.082987,0
0.067906,1.9082,-257.6,1.1615,0.28166,343.64,0.98461,0.0,0.59216,239.33,9.449,0.039603,0.1744,0.098132,0
0.02115,1.7768,14.658,1.0441,0.077585,2143.0,1.0174,0.42345,0.26104,83.614,1.1488,0.1591,0.18598,0.044971,0
0.059898,1.2031,-22.556,1.0802,0.15286,1243.7,0.9233,1.0043,0.076963,96.171,0.69953,0.097215,0.5628,0.2077,0
0.058045,1.0514,-63.477,1.0599,0.071397,1904.6,0.89538,0.59876,0.089768,125.29,3.3583,0.14043,0.17259,0.20533,0
0.11129,2.5936,58.229,1.3305,0.16292,527.63,1.0374,8.2664,0.79933,67.277,4.2128,0.04785,0.68027,0.16208,0
0.088189,0.96385,-70.888,0.88371,0.12151,2245.3,1.2733,0.0,-0.028477,250.42,5.096,1.1475,0.82518,0.25979,0
0.040744,2.343,22.677,1.4794,0.05409,1786.2,0.76671,19.842,0.77066,61.08,2.3106,0.21286,0.17398,0.06697,0
0.0,1.3524,21.522,2.1049,0.071006,1013.5,0.73902,147.79,0.23463,65.128,7.2317,0.091961,0.0,0.0,0
0.076075,1.8024,-21.896,1.425,0.1056,852.46,1.1213,3.9806,0.48675,79.568,15.235,0.079861,0.26866,0.1173,0
0.12891,1.249,-137.77,1.97,0.12784,1312.4,0.90762,0.0,0.98959,185.52,0.89524,0.24553,0.20816,1.3641,0
-0.013697,1.1584,-68.512,0.87238,0.061306,4153.8,0.89323,0.4638,0.099173,165.25,1.3438,0.20529,-0.13233,-0.034997,0
0.076529,0.79473,-42.434,1.7364,0.095578,1449.1,0.87011,9.5408,-0.21119,124.37,6.0824,0.12646,1.2109,0.22434,0
0.0036947,0.62543,-166.87,0.5905,0.0067647,90873.0,1.2599,0.0,-0.18943,308.12,0.2983,110.53,0.057003,0.67435,0
0.038277,2.5036,12.794,1.5791,0.052516,1249.5,0.79665,6.6917,0.72097,52.127,4.7673,0.10522,0.14308,0.053451,0
0.034756,1.0451,-86.217,1.0465,0.076222,1801.1,0.84154,0.53915,0.039964,130.07,5.5059,0.13358,0.16082,0.076095,0
0.27231,2.8472,23.039,3.4307,0.10219,254.52,1.0974,22.258,1.4407,28.675,198.01,0.022515,1.1552,0.36042,0
0.20699,10.083,2.2412,0.75325,0.47376,600.27,0.76731,12214.0,0.83718,27.775,0.16761,0.056371,0.48181,0.50105,0
0.067972,1.4271,27.83,1.8762,0.082745,984.47,0.85874,3.4233,0.44143,86.612,500.85,0.077282,1.9135,0.11694,0
0.20801,1.6804,-0.73449,1.4847,0.24452,486.59,1.1258,3.6892,0.792,128.61,4.9584,0.035147,0.8484,0.4031,0
0.031915,1.297,-6.7711,0.6697,0.10996,3097.7,0.73801,5.7285,0.18698,198.25,1.2249,0.31859,0.2907,0.085101,0
0.096669,2.5395,32.058,1.0383,0.20852,383.7,0.88569,12.435,0.299,50.885,2.1964,0.034816,0.77575,0.12515,0
0.18288,1.3079,-29.455,1.1176,0.16303,506.59,1.1594,1.1384,0.36689,84.197,7.5064,0.045138,0.67128,0.38834,0
0.28545,3.3701,51.164,1.7199,0.22418,183.57,0.77522,40.182,1.2415,48.427,86.455,0.017268,1.1417,0.35412,0
0.019619,1.2813,-2.017,0.98744,0.053809,2229.5,1.1779,0.18662,0.36165,102.82,6.6217,0.18497,0.14759,0.063606,0
0.031067,1.0264,-74.5,0.8535,0.13219,2253.7,0.61451,1.3188,0.0050315,80.846,0.064723,0.11061,0.2389,0.10241,0
0.20243,2.3041,-16.082,1.8919,0.12928,1759.8,1.0328,2.4187,1.091,57.117,0.25976,0.26414,0.46179,-1.1292,0
0.1345,4.3108,156.86,0.35712,0.53739,81.879,1.1555,1.5091,0.15257,42.56,146.67,0.017486,30.488,0.14056,0
-0.13132,1.4391,6.3493,1.1163,-0.18386,-9257.2,1.5195,-2.6969,0.044955,161.82,0.095055,0.80816,-3.5204,1.8243,0
0.30605,1.4018,-30.525,1.7616,0.2649,398.54,3.1233,4.1385,0.13848,63.586,0.52815,0.03435,1.5574,0.62401,0
0.016505,0.9772,-66.47,1.2416,0.019915,11551.0,1.12,1.4749,-0.054476,217.66,12.338,0.57926,0.085496,0.075885,0
0.12303,4.1913,161.44,0.88306,0.21311,449.27,0.82779,5.0498,0.78983,62.83,3.8482,0.036608,1.4429,0.16012,0
0.040066,2.4175,85.767,0.87493,0.16367,1204.7,0.89265,2.0256,0.53261,91.062,1.3642,0.084366,0.37528,0.075973,0
-0.077725,1.9189,-39.544,2.1261,0.0063247,10179.0,1.035,0.0,0.89179,91.554,5.9505,0.1371,-0.17793,-0.12436,0
0.26599,1.6251,3.7566,1.2916,0.26795,203.59,0.91626,2.9827,0.080425,44.614,1.8813,0.01873,4.6692,0.32712,0
0.0037416,0.54858,-102.02,1.0233,0.098444,1714.7,1.8613,0.2322,-0.17146,104.86,0.24687,0.12553,0.030617,0.0077598,0
0.0085959,0.9571,-17.269,1.1861,0.089,2258.0,0.47149,1.3624,-0.052576,175.94,5.8183,0.17129,0.39653,0.024776,0
0.065535,1.0289,-47.623,1.0759,0.076583,1764.2,0.96859,0.67711,0.038354,106.45,1.5714,0.11935,0.25711,0.32723,0
-0.027194,0.9149,-100.26,0.71345,-0.0012975,-137540.0,0.88162,-0.72939,-0.020276,98.175,0.034724,0.64061,-0.15646,-0.041761,0
0.45852,2.1527,91.211,1.7376,0.27235,318.5,1.1409,639.3,1.6106,98.428,25.457,0.029597,14.446,0.78104,0
0.047492,1.1789,-40.898,1.1117,0.102,1608.9,0.95615,0.97621,0.13534,142.56,2.6545,0.11078,0.27211,0.10706,0
0.07759,1.3354,-49.851,1.2665,0.086521,1934.9,1.174,0.39854,0.19473,131.88,1.5344,0.49009,0.3673,0.18513,0
0.0029949,0.89331,-79.518,1.4138,0.016251,13186.0,0.77034,1.0697,-0.082988,122.95,0.46038,0.49507,0.012465,0.017621,0
0.075665,3.7256,63.65,1.0414,0.04677,787.58,0.67625,0.26081,4.0998,36.257,48.993,0.097931,0.37557,0.099815,0
0.071465,1.7738,27.568,1.1083,0.19724,640.79,1.0638,1.0758,0.34112,110.73,4.6561,0.057639,0.53522,0.1124,0
0.051705,1.1049,-49.012,2.032,0.1243,797.44,1.2351,4.5624,0.057403,61.68,0.46239,0.067828,0.1852,0.11537,0
0.025295,2.8331,27.89,0.80988,0.1005,815.55,1.1043,4.619,0.4222,75.551,5.1817,0.079616,0.14476,0.0,0
0.068304,1.2075,-23.386,1.6791,0.048987,2176.2,0.83532,0.12559,0.14038,102.66,5.5032,1.168,0.48417,0.13403,0
-0.09034,0.6194,-66.052,2.8128,0.022539,4347.5,0.76304,-2.0535,-0.44199,85.856,2.6785,0.27071,-0.39839,-0.36893,0
0.00069026,1.5607,18.752,1.0892,0.071508,3116.4,0.954,1.1148,0.23376,85.024,0.75147,0.23502,0.0079264,0.0020606,0
0.011161,1.4314,4.8568,1.0271,0.059058,3353.5,0.94502,0.25083,0.68475,185.24,12.304,0.29641,0.10262,0.02403,0
0.12344,1.7458,33.513,2.2807,0.075297,1174.0,0.87146,14.717,1.3087,73.44,5.5847,0.11832,1.1559,0.27575,0
0.046703,0.93178,-20.168,2.0642,0.046436,2316.1,0.96484,2.7955,-0.052853,86.755,2.5899,0.168,0.66399,0.11921,0
-0.10728,0.84289,-60.962,0.95349,-0.019369,-5925.3,0.8928,-0.37928,-0.16701,89.232,1.7371,-0.80454,-0.42556,-0.34788,0
-0.0019375,2.8527,8.2656,1.4148,0.038741,4946.7,0.91892,1.0107,2.5177,76.815,0.76111,0.16911,-0.0043603,-0.0075335,0
0.033745,1.2864,-15.57,1.1043,0.0791,1858.0,0.97698,0.98764,0.16275,121.29,2.7434,0.1063,0.2863,0.070188,0
0.038275,0.92792,-101.5,1.2016,0.11924,2210.9,1.2359,1.3731,-0.068242,164.01,0.80365,0.15209,0.15901,0.28972,0
-0.014897,0.46704,-165.77,1.0231,0.054841,4333.2,0.94199,-0.056021,-0.88795,231.37,6.3757,0.36147,-0.11116,-6.5251,0
0.059676,1.6922,-22.889,1.0567,0.13149,760.59,1.2294,0.62684,0.42644,87.844,6.5072,0.067286,0.53291,0.098118,0
0.18579,1.0054,-41.488,1.2222,0.18719,715.01,1.159,2.1836,0.0032676,106.92,1.2474,0.054943,1.4269,0.46657,0
0.05204,0.7567,-127.38,1.2419,0.084079,2880.8,1.052,1.5407,-0.27087,207.4,1.1288,0.13022,0.24676,0.29585,0
-0.03249,0.74833,-102.52,1.4443,0.014675,12685.0,0.85057,0.058807,-0.34535,171.86,4.9769,0.44066,-0.14777,-0.12336,0
0.051872,2.1771,20.694,1.0702,0.16203,580.45,0.9446,0.74261,0.44045,77.742,4.2984,0.051232,0.27629,0.075557,0
0.070351,2.2719,12.008,0.99046,0.081382,640.42,0.90394,0.55066,0.41698,40.812,4.9218,0.055454,0.38667,0.098093,0
-0.0092972,3.4082,-70.114,0.85869,0.30291,334.62,0.27671,0.0,0.6684,234.66,1.6159,0.029505,-0.028066,-0.012208,0
0.034535,0.8653,-119.12,1.0893,0.1145,1811.6,0.90544,0.84153,-0.069633,164.11,0.98764,0.12987,0.19608,0.068426,0
-0.054531,0.93219,-103.86,0.35079,-0.038917,-21257.0,1.2898,-3.0934,-0.032807,224.37,0.41607,-19.208,-0.45922,-0.26606,0
0.23201,1.3603,-37.562,1.6539,0.16848,821.48,1.1505,8.6815,0.16606,74.491,0.42403,0.067625,0.96841,0.62223,0
-0.19664,0.23315,-382.03,0.19446,-0.75175,-1479.0,1.1753,-1.0411,-0.26603,398.12,0.23432,-0.38635,-16.361,-0.48241,0
0.028383,0.70512,-90.166,1.1201,0.053548,3070.3,1.217,1.358,-0.16392,107.35,0.27829,0.094849,0.14045,0.091252,0
0.0209,1.9599,-4.3675,1.4654,0.022493,7360.7,0.94,0.7278,6.2065,116.99,2.387,0.67525,0.044556,0.062332,0
0.0072923,1.0772,-43.322,1.7458,0.022169,5654.6,1.115,1.2394,0.1128,120.91,11.518,0.29588,0.02982,0.018211,0
0.036535,2.4247,108.56,0.9987,0.16582,714.88,0.80855,0.49716,0.55799,99.218,10.347,0.068767,0.42736,0.050966,0
0.070286,1.3699,19.981,2.5729,0.071291,1191.4,1.0185,6.8332,0.78314,79.423,12.405,0.10202,1.1839,0.17515,0
0.081377,3.3962,14.114,1.1688,0.22921,1122.1,0.93279,2.1693,0.17539,54.517,0.28941,0.097581,0.66429,0.21553,0
0.19996,2.4068,74.997,1.2722,0.30088,379.69,1.5193,2.909,0.64946,81.393,2.3117,0.03111,1.548,0.34337,0
0.086308,2.0323,-9.1642,1.1152,0.13455,798.7,0.9842,1.0423,0.63097,87.447,2.5657,0.068388,0.29265,0.14887,0
0.31622,7.035,146.05,1.3295,0.33365,339.31,1.4362,7.6919,1.6879,38.546,1.9632,0.028085,8.2213,0.53813,0
0.0065394,0.59579,-168.74,1.1383,0.061214,3380.0,0.93873,2.0,-0.34502,189.78,1.8071,0.24277,0.025925,0.018435,0
0.13477,1.1076,-29.277,1.199,0.25941,698.32,1.1482,1.9118,0.029457,91.417,0.52336,0.064817,1.6705,0.26668,0
0.057092,0.39854,-175.9,1.0752,0.18174,2057.0,1.4919,0.80421,-0.43185,227.09,0.42525,0.17261,1.4382,4.7994,0
0.029285,1.3264,28.796,0.47103,0.097211,7501.9,1.0655,0.89269,0.081151,171.04,0.29803,0.87292,1.2294,0.49737,0
0.080551,0.98103,-57.364,1.6056,0.089801,1547.1,0.97937,4.4951,-0.023666,135.93,6.6889,0.12618,0.37529,0.20715,0
0.004808,1.9394,11.988,1.0384,0.051534,1072.3,0.92602,0.061176,0.36228,48.932,8.4288,0.092665,0.045053,0.0078486,0
-0.21123,1.0692,-41.191,0.97791,-0.20864,-600.93,1.1892,-2.093,0.024302,120.66,42.917,-0.078407,-2.1926,-0.28727,0
-0.040727,0.20048,-339.2,1.0107,0.028255,13843.0,0.85637,0.10291,-0.91185,394.08,56.193,0.53836,-1.9781,-0.65616,0
0.058824,0.88272,-58.013,1.0197,0.090287,1589.0,0.90428,0.56233,-0.068983,105.47,1.2498,0.14129,0.38087,0.13242,0
0.22772,3.3561,51.739,1.271,0.25807,329.61,1.3538,10.886,0.47442,45.34,4.1086,0.027787,1.5205,0.32355,0
0.0014069,0.88978,-31.198,1.9654,0.019329,6803.7,0.79908,1.0323,-0.090556,88.1,1.4127,0.35138,0.012242,0.0048201,0
0.018172,1.1548,-63.384,1.0766,0.062819,1829.7,1.0583,1.5874,0.059675,93.799,1.4057,0.11556,0.088057,0.027493,0
-0.0053815,4.5645,30.752,0.96649,0.030511,1560.8,0.87933,-0.10764,1.2431,42.823,52.07,0.17248,-0.059664,-0.0065615,0
-0.0062984,1.4554,0.76301,1.61,0.051171,2734.2,0.66747,-0.4537,0.56782,98.936,8.803,0.24311,-0.032079,-0.01645,0
0.19088,1.2677,-10.265,4.8801,0.058513,790.56,1.0566,175.65,0.50162,43.288,27.86,0.075242,0.76732,0.5003,0
0.1818,0.98649,-42.05,2.2342,0.10934,765.93,1.1217,0.0,-0.008033,95.028,2.7619,0.27347,2.05,0.373,0
0.0015114,1.1634,-16.712,0.99646,0.023966,1885.7,0.9286,0.0090579,0.09465,42.88,12.619,0.1826,0.0082446,0.0024022,0
-0.024841,0.92865,-59.559,1.5254,0.0039312,52730.0,0.61686,-0.90819,-0.064598,116.74,0.68439,1.7285,-0.12018,-0.18587,0
0.054079,1.6639,-19.289,1.1944,0.10543,1836.2,0.74584,3.8811,0.14217,50.852,0.33207,0.15736,0.35739,0.14757,0
0.020691,1.1487,-42.369,1.543,0.058212,1997.4,1.0083,0.26539,0.12192,101.41,3.9266,0.17403,0.093761,0.040693,0
-0.11247,1.3003,-50.998,0.94577,0.0066229,27185.0,1.0667,-7.206,0.1068,81.97,1.8707,0.90447,-0.58612,-0.21082,0
0.23308,1.2613,-10.089,1.1549,0.21035,1105.6,1.4699,0.0,0.071988,111.64,0.35957,2.4899,3.4211,0.88229,0
0.026073,0.61094,-108.86,1.5645,0.10237,2136.2,0.87039,2.6934,-0.64807,198.93,4.2641,0.17819,0.27984,0.41612,0
0.028124,0.82989,-52.821,2.3368,0.024786,5074.6,1.0824,2.3018,-0.37262,125.3,17.375,0.31689,0.16988,0.14441,0
0.05463,4.0391,31.807,1.2923,0.10351,454.17,0.93364,7.801,0.6566,34.193,4.4677,0.039411,0.22167,0.065538,0
0.37936,4.6448,94.21,2.489,0.27807,93.731,0.83706,22.938,1.4865,24.557,17.186,0.008355,17.511,0.46136,0
0.18944,1.4711,1.3193,1.4379,0.18168,875.21,1.0262,11.186,0.25307,88.168,1.3766,0.074902,1.4151,0.50708,0
0.059672,1.552,13.174,2.0874,0.21716,698.74,1.0297,0.0,0.2806,82.007,0.59862,0.073485,0.54579,0.45122,0
0.027968,0.963,-42.356,2.2756,0.039407,2889.0,1.0009,1.9163,-0.052692,98.823,3.4824,0.19781,0.14101,0.096363,0
0.060407,0.65683,-62.072,1.6334,0.11018,1182.4,0.87845,3.0549,-0.23049,111.97,1.9995,0.089458,0.83152,0.14485,0
0.13467,1.0263,-23.723,2.1307,0.12973,684.73,0.89666,9.3855,0.01854,73.859,5.0784,0.060895,1.182,0.2797,0
-0.025475,3.4829,27.144,2.2609,0.013309,7139.9,0.93062,-0.71172,0.83251,25.011,0.81603,0.47512,-0.12153,-0.061923,0
-0.096056,0.94825,-58.853,1.9897,-0.028442,-4915.3,0.66416,-1.6328,-0.046833,86.824,0.92221,-1.247,-0.46147,-0.40374,0
0.067038,2.5952,70.102,1.0991,0.10986,747.1,0.7494,0.86783,0.46434,68.663,6.4742,0.073579,0.71713,0.11151,0
0.0027062,2.5944,-309.07,0.34725,0.027375,21387.0,1.0965,1.1943,15.948,411.55,0.58293,0.68034,0.0031505,0.0061088,0
-0.12276,1.1123,-132.34,0.91474,-0.058058,-3180.9,0.63963,-0.77305,0.25182,161.86,4.6487,-0.30281,-0.21036,-0.40542,0
0.12525,11.107,216.35,0.87708,0.19772,566.9,0.84246,15.477,1.565,29.059,2.2767,0.049755,0.84198,0.17141,0
0.039032,3.4116,71.428,1.315,0.099482,597.37,1.1108,9.4488,1.3925,56.198,24.095,0.056917,0.18162,0.049666,0
0.13609,2.9952,23.101,1.069,0.076438,369.08,0.93683,0.59069,1.4969,28.867,41.108,0.033088,0.50935,0.18046,0
0.073119,3.3402,14.399,0.89255,0.25174,307.18,0.62684,1.4678,0.43836,68.407,144.47,0.024617,0.31048,0.11621,0
0.038811,1.5454,-110.24,0.19274,0.50083,3472.3,3.5919,27.95,2.83,2044.4,5.423,0.30818,0.11297,0.47507,0
0.11251,8.9571,75.365,1.2302,0.17341,366.61,1.0265,7.6048,0.43342,11.482,1.5063,0.030558,1.8661,0.14319,0
0.0020579,5.2674,45.843,2.9426,0.024222,2930.3,0.93226,5.7857,1.9661,16.564,1.4707,0.26871,0.018764,0.0048105,0
0.045082,1.201,-75.359,0.63585,0.14819,1242.6,0.98242,6.4709,0.05412,158.15,1.1197,0.10233,0.399,0.066371,0
0.14885,0.90286,-49.612,1.6789,0.14251,1118.9,1.1699,13.919,-0.14669,155.59,5.0444,0.096623,1.4872,0.55844,0
0.067541,0.85299,-41.693,2.4151,0.071704,1671.0,0.94366,2.4744,-0.21224,100.85,2.8255,0.1212,0.46698,0.32593,0
0.045055,1.661,-10.485,1.0657,0.053284,1429.8,0.97924,0.54413,1.0001,80.994,476.19,0.094447,0.20919,0.11289,0
0.02926,0.92319,-81.206,1.1153,0.08986,2535.5,0.85209,3.0542,-0.080607,179.64,3.2732,0.18666,0.1594,0.096317,0
0.11854,2.0977,7.0432,1.1779,0.1177,1037.7,0.8919,1.7509,2.6529,124.47,12.274,0.069273,1.5976,0.21959,0
0.01847,4.019,90.331,1.7609,0.034808,2572.0,0.40443,2.2267,51.87,51.925,3.5799,0.1912,0.058169,0.032512,0
0.079807,0.86882,-43.236,1.1576,0.19134,1338.4,1.1425,1.6105,-0.043092,128.53,0.53279,0.10836,1.8072,0.22208,0
0.082152,1.3971,-31.787,1.8024,0.084834,2118.1,1.5518,5.0875,0.50471,95.099,1.3348,0.16548,0.26166,0.72903,0
-0.12128,1.4876,-31.405,0.72281,-0.042604,-8071.6,0.73264,-1.879,0.12407,84.975,0.25961,2.0208,-0.83233,-0.38017,0
